,EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
4545,F5 NETWORKS INC,BUSINESS ANALYST,"88,192","SEATTLE, WA",07/22/2019,08/05/2019,CERTIFIED
4546,BARCLAYS SERVICES LLC,BUSINESS ANALYST,"88,250","WILMINGTON, DE",05/03/2019,10/01/2019,CERTIFIED
4547,MEDEANALYTICS INC,BUSINESS ANALYST,"88,288","RICHARDSON, TX",08/05/2019,09/07/2019,CERTIFIED
4548,SDLC MANAGEMENT INC,BUSINESS ANALYST,"88,312","PITTSBURGH, PA",03/12/2019,09/03/2019,CERTIFIED
4549,SPAXMAX REALTY INC,BUSINESS ANALYST,"88,320","FLUSHING, NY",03/15/2019,09/13/2019,CERTIFIED
4550,SHOP LC GLOBAL INC FKA THE JEWELRY CHANNEL INC,BUSINESS ANALYST,"88,483","AUSTIN, TX",03/05/2019,09/04/2019,CERTIFIED
4551,SHOP LC GLOBAL INC FKA THE JEWELRY CHANNEL INC,BUSINESS ANALYST,"88,483","AUSTIN, TX",03/07/2019,09/06/2019,CERTIFIED
4552,APERIA SOLUTIONS INC,BUSINESS ANALYST,"88,500","DALLAS, TX",05/30/2019,11/01/2019,CERTIFIED
4553,AIG EMPLOYEE SERVICES INC,BUSINESS ANALYST,"88,500","HOUSTON, TX",03/28/2019,09/25/2019,WITHDRAWN
4554,PARAM CONSULTING SERVICES INC,BUSINESS ANALYST,"88,546","STAMFORD, CT",01/08/2019,01/08/2019,CERTIFIED
4555,TECH MAHINDRA (AMERICAS)INC,BUSINESS ANALYST,"88,616","TROY, MI",05/13/2019,05/13/2019,CERTIFIED
4556,METRIX IT SOLUTIONS INC,BUSINESS ANALYST,"88,670","CHARLOTTE, NC",03/20/2019,08/16/2019,CERTIFIED
4557,SYNAPSIS INC,BUSINESS ANALYST,"88,670","CHARLOTTE, NC",01/17/2019,01/28/2019,CERTIFIED
4558,ARMSTRONG TECHNOLOGIES INC,BUSINESS ANALYST,"88,700","MILFORD, CT",06/03/2019,06/03/2019,CERTIFIED
4559,SWARN INC,BUSINESS ANALYST,"88,733","BELLEVUE, WA",07/19/2019,07/19/2019,CERTIFIED
4560,TECH MAHINDRA (AMERICAS)INC,BUSINESS ANALYST,"88,733","REDMOND, WA",08/14/2019,08/21/2019,CERTIFIED
4561,SALESFORCECOM INC,BUSINESS ANALYST,"88,754","SAN FRANCISCO, CA",09/24/2019,10/07/2019,CERTIFIED
4562,CAPITAL ONE NATIONAL ASSOCIATION,BUSINESS ANALYST,"88,811","MCLEAN, VA",09/12/2019,09/16/2019,CERTIFIED
4563,TECH MAHINDRA (AMERICAS)INC,BUSINESS ANALYST,"88,837","ARLINGTON, VA",01/28/2019,01/28/2019,CERTIFIED
4564,LUSSOTECH LLC,BUSINESS ANALYST,"88,837","STERLING, VA",03/22/2019,09/20/2019,CERTIFIED
4565,LUSSOTECH LLC,BUSINESS ANALYST,"88,837","STERLING, VA",03/22/2019,09/20/2019,CERTIFIED
4566,CONSULTADD INC,BUSINESS ANALYST,"88,858","MOUNT JULIET, TN",03/05/2019,09/02/2019,CERTIFIED
4567,LONG FINCH TECHNOLOGIES LLC,BUSINESS ANALYST,"88,900","LAUREL, MD",03/26/2019,09/25/2019,CERTIFIED
4568,THE VERITAS HEALTHCARE SOLUTIONS LLC,BUSINESS ANALYST,"88,920","NEW YORK, NY",07/15/2019,07/15/2019,CERTIFIED - WITHDRAWN
4569,BIRLASOFT INC,BUSINESS ANALYST,"88,920","NEW YORK, NY",10/16/2019,10/17/2019,CERTIFIED
4570,HEADSTRONG SERVICES LLC,BUSINESS ANALYST,"88,920","NEW YORK, NY",10/29/2019,12/07/2019,CERTIFIED
4571,PUBLISHERS CLEARING HOUSE LLC,BUSINESS ANALYST,"88,920","JERICHO, NY",10/31/2019,12/05/2019,CERTIFIED
4572,FRIENDLY CONSULTANTS INC,BUSINESS ANALYST,"88,920","SKILLMAN, NJ",12/15/2019,12/15/2019,CERTIFIED
4573,THE VERITAS HEALTHCARE SOLUTIONS LLC,BUSINESS ANALYST,"88,920","NEW YORK, NY",07/15/2019,07/15/2019,CERTIFIED
4574,SVN IT SERVICES INC,BUSINESS ANALYST,"88,920","UNION, NJ",07/03/2019,09/01/2019,CERTIFIED
4575,TECH MAHINDRA (AMERICAS)INC,BUSINESS ANALYST,"88,920","FLORHAM PARK, NJ",09/13/2019,09/20/2019,CERTIFIED
4576,PERIGON INFOTECH INC,BUSINESS ANALYST,"88,920","BROOKLYN, NY",08/26/2019,08/26/2019,CERTIFIED
4577,E-NEXUS INC,BUSINESS ANALYST,"88,941","NORWALK, CT",11/22/2019,01/01/2020,WITHDRAWN
4578,E-NEXUS INC,BUSINESS ANALYST,"88,941","NORWALK, CT",11/25/2019,12/04/2019,CERTIFIED
4579,ERP CLOUD TECHNOLOGIES LLC,BUSINESS ANALYST,"88,950","SHELTON, CT",12/20/2019,01/02/2020,CERTIFIED
4580,ASTIR IT SOLUTIONS INC,BUSINESS ANALYST,"89,000","NORTH BRUNSWICK, NJ",09/25/2019,10/02/2019,CERTIFIED
4581,VERVENEST TECHNOLOGIES INC,BUSINESS ANALYST,"89,000","WASHINGTON, DC",03/22/2019,09/20/2019,CERTIFIED
4582,LANCESOFT INC,BUSINESS ANALYST,"89,000","NEW YORK, NY",07/09/2019,07/17/2019,WITHDRAWN
4583,FUSION GLOBAL SOLUTIONS LLC,BUSINESS ANALYST,"89,000","MILFORD, OH",02/22/2019,02/22/2019,CERTIFIED
4584,COMPUNNEL SOFTWARE GROUP INC,BUSINESS ANALYST,"89,000","PLAINSBORO, NJ",07/30/2019,09/16/2019,CERTIFIED
4585,CONNEXIONS DATA INC,BUSINESS ANALYST,"89,000","PARAMUS, NJ",04/04/2019,04/08/2019,CERTIFIED
4586,NETLINE TECHNOLOGIES LLC,BUSINESS ANALYST,"89,000","FARMINGON, CT",03/22/2019,09/19/2019,CERTIFIED
4587,TECH MAHINDRA (AMERICAS)INC,BUSINESS ANALYST,"89,024","FREMONT, CA",09/19/2019,09/19/2019,CERTIFIED
4588,GLOBANT LLC,BUSINESS ANALYST,"89,112","DALLAS, TX",03/18/2019,09/03/2019,CERTIFIED
4589,TECH MAHINDRA (AMERICAS) INC,BUSINESS ANALYST,"89,146","NEW YORK, NY",10/14/2019,01/01/2020,CERTIFIED
4590,TECH MAHINDRA (AMERICAS) INC,BUSINESS ANALYST,"89,170","BASKINGRIDGE, NJ",10/12/2019,10/12/2019,CERTIFIED
4591,PHOTON INFOTECH INC,BUSINESS ANALYST,"89,170","PARSIPPANY, NJ",03/20/2019,09/01/2019,CERTIFIED
